member_id,R,F,M,r_grade,f_grade,m_grade
2586552556@k,71,1,50700.0,4,1,1
2586553040@k,71,1,33100.0,4,1,1
2586592941@k,70,1,33400.0,4,1,1
2586602384@k,71,1,27700.0,4,1,1
2586650170@k,71,1,30300.0,4,1,1
2586663090@k,70,1,53600.0,4,1,2
2586728517@k,71,1,14700.0,4,1,1
2586799190@k,71,1,50400.0,4,1,1
2586824043@k,71,1,23600.0,4,1,1
2586831914@k,71,1,26700.0,4,1,1
2586892421@k,70,1,31700.0,4,1,1
2586919203@k,70,1,14700.0,4,1,1
2586920093@k,70,1,41900.0,4,1,1
2587072032@k,70,1,31400.0,4,1,1
2587113455@k,70,1,22600.0,4,1,1
2587123978@k,70,1,23300.0,4,1,1
2587133782@k,70,1,110500.0,4,1,3
2587181194@k,50,1,16900.0,4,1,1
2587205628@k,70,1,45880.0,4,1,1
25872094@n,358,1,15400.0,1,1,1
2587241329@k,70,1,26700.0,4,1,1
2587282036@k,70,1,29730.0,4,1,1
2587304134@k,70,1,31400.0,4,1,1
2587362602@k,70,1,48400.0,4,1,1
2587404869@k,70,1,49400.0,4,1,1
2587510633@k,70,1,31400.0,4,1,1
2587562370@k,70,1,31400.0,4,1,1
2587578003@k,70,1,32400.0,4,1,1
2587779515@k,70,1,35400.0,4,1,1
2587987845@k,70,1,15500.0,4,1,1
25879889@n,265,1,33500.0,2,1,1
2588059469@k,70,1,15500.0,4,1,1
2588128029@k,70,1,14500.0,4,1,1
2588173493@k,70,1,15100.0,4,1,1
2588269484@k,70,1,112500.0,4,1,3
2588287550@k,70,1,14500.0,4,1,1
2588310709@k,70,1,23300.0,4,1,1
2588324441@k,70,1,31400.0,4,1,1
2588325825@k,67,1,13700.0,4,1,1
2588334326@k,70,1,32300.0,4,1,1
2588360262@k,70,1,31700.0,4,1,1
2588381633@k,69,1,32400.0,4,1,1
2588423038@k,69,1,31400.0,4,1,1
2588441085@k,69,1,23600.0,4,1,1
2588462946@k,69,1,30398.0,4,1,1
2588463087@k,69,1,38479.0,4,1,1
25885066@n,329,1,34800.0,1,1,1
2588514573@k,69,1,15500.0,4,1,1
2588528424@k,69,1,24300.0,4,1,1
2588592190@k,69,1,31400.0,4,1,1
2588606115@k,69,1,73951.0,4,1,2
2588750873@k,69,1,66900.0,4,1,2
2588771639@k,69,1,31400.0,4,1,1
2588858156@k,69,1,113500.0,4,1,3
2588881433@k,69,1,32400.0,4,1,1
2588975327@k,69,1,31400.0,4,1,1
2588993577@k,69,1,31400.0,4,1,1
2589160033@k,69,1,29200.0,4,1,1
2589221074@k,69,1,32400.0,4,1,1
2589262482@k,60,1,16500.0,4,1,1
2589277623@k,69,1,31400.0,4,1,1
2589339975@k,69,1,27700.0,4,1,1
2589592766@k,35,1,14900.0,4,1,1
2589630635@k,68,1,39700.0,4,1,1
2589641308@k,69,1,43300.0,4,1,1
2589836863@k,65,1,7550.0,4,1,1
2589838522@k,68,1,23300.0,4,1,1
2589857378@k,68,1,30900.0,4,1,1
2589877317@k,68,1,14200.0,4,1,1
2589889449@k,68,1,33800.0,4,1,1
2589902264@k,68,1,31900.0,4,1,1
25899265@n,207,1,35000.0,2,1,1
2589938920@k,22,1,53900.0,4,1,2
2589969665@k,68,1,49400.0,4,1,1
2590092989@k,68,1,31400.0,4,1,1
2590106498@k,68,1,48400.0,4,1,1
25901192@n,143,1,37900.0,3,1,1
2590144691@k,68,1,25700.0,4,1,1
2590206016@k,68,1,32400.0,4,1,1
2590214061@k,68,1,27700.0,4,1,1
2590315170@k,68,1,31400.0,4,1,1
2590375376@k,68,1,41300.0,4,1,1
2590409444@k,68,1,25300.0,4,1,1
2590481292@k,68,1,23800.0,4,1,1
2590499213@k,68,1,13700.0,4,1,1
2590767441@k,68,1,25700.0,4,1,1
2590767824@k,20,2,74900.0,4,2,2
2590897413@k,68,1,25700.0,4,1,1
2590963349@k,68,1,29200.0,4,1,1
2591040815@k,68,1,35400.0,4,1,1
2591201682@k,66,1,24300.0,4,1,1
2591202052@k,68,1,31700.0,4,1,1
2591224232@k,34,1,24900.0,4,1,1
2591277843@k,67,1,29200.0,4,1,1
2591332242@k,67,1,25700.0,4,1,1
2591374212@k,67,1,35904.0,4,1,1
2591430553@k,67,1,37400.0,4,1,1
2591470395@k,14,1,40900.0,4,1,1
2591493527@k,67,1,49400.0,4,1,1
2591540915@k,67,1,21736.0,4,1,1
2591596983@k,67,1,32400.0,4,1,1
2591686720@k,67,1,24200.0,4,1,1
2591729748@k,67,1,32400.0,4,1,1
2591761906@k,67,1,38700.0,4,1,1
2591796831@k,67,1,31064.0,4,1,1
2591803670@k,67,1,32400.0,4,1,1
2591836013@k,67,1,14500.0,4,1,1
2592067904@k,67,1,25300.0,4,1,1
2592086837@k,67,1,28400.0,4,1,1
2592088837@k,67,1,27400.0,4,1,1
2592106494@k,21,1,18100.0,4,1,1
2592128055@k,67,1,27400.0,4,1,1
2592128875@k,67,1,28400.0,4,1,1
2592130694@k,67,1,37300.0,4,1,1
2592141121@k,67,1,27400.0,4,1,1
2592218821@k,67,1,27400.0,4,1,1
2592232851@k,67,1,31400.0,4,1,1
2592245460@k,66,1,43400.0,4,1,1
2592263827@k,67,1,33400.0,4,1,1
2592280590@k,67,1,31400.0,4,1,1
2592334138@k,67,1,29300.0,4,1,1
2592420840@k,66,1,27700.0,4,1,1
2592566621@k,66,1,28400.0,4,1,1
2592662651@k,61,1,14700.0,4,1,1
2592664179@k,66,1,28400.0,4,1,1
2592665484@k,66,1,28400.0,4,1,1
2592680784@k,66,1,48400.0,4,1,1
2592727980@k,66,1,32400.0,4,1,1
2592887802@k,54,1,40700.0,4,1,1
2592906744@k,34,2,80500.0,4,2,2
2592907354@k,5,2,70800.0,4,2,2
2592957678@k,66,1,27400.0,4,1,1
2592984776@k,66,1,26400.0,4,1,1
2592996895@k,66,1,27999.0,4,1,1
25930008@n,58,1,53000.0,4,1,2
2593010617@k,66,1,28400.0,4,1,1
2593098015@k,66,1,33400.0,4,1,1
2593098881@k,66,1,27400.0,4,1,1
2593125654@k,66,1,69700.0,4,1,2
2593125661@k,64,2,57000.0,4,2,2
2593150981@k,32,1,38700.0,4,1,1
2593268382@k,66,1,15500.0,4,1,1
2593295112@k,64,1,25300.0,4,1,1
2593357832@k,59,1,32400.0,4,1,1
2593677269@k,66,1,27400.0,4,1,1
2593737065@k,66,1,31400.0,4,1,1
2593796699@k,66,1,36300.0,4,1,1
2593826274@k,11,1,25800.0,4,1,1
2593838318@k,66,1,39100.0,4,1,1
2593847058@k,65,1,19300.0,4,1,1
2594035458@k,66,1,32400.0,4,1,1
2594190488@k,65,1,32400.0,4,1,1
2594205012@k,65,1,67600.0,4,1,2
2594221579@k,65,1,14500.0,4,1,1
2594332111@k,65,1,24300.0,4,1,1
2594346378@k,65,1,28400.0,4,1,1
2594376571@k,65,1,36300.0,4,1,1
2594416693@k,65,1,26400.0,4,1,1
2594524889@k,65,1,61400.0,4,1,2
2594532656@k,65,1,85500.0,4,1,2
2594560417@k,65,1,35280.0,4,1,1
2594669464@k,65,1,27400.0,4,1,1
2594696431@k,65,2,69800.0,4,2,2
2594819903@k,65,1,112500.0,4,1,3
2594932393@k,44,2,60900.0,4,2,2
2594934866@k,64,1,34700.0,4,1,1
2594936128@k,65,1,13700.0,4,1,1
2594951868@k,65,1,26300.0,4,1,1
2594999245@k,65,1,108500.0,4,1,3
2595037927@k,64,1,31300.0,4,1,1
2595131661@k,65,1,32400.0,4,1,1
2595217098@k,65,1,57100.0,4,1,2
2595231067@k,65,1,14500.0,4,1,1
2595240165@k,65,1,18300.0,4,1,1
2595265628@k,65,1,62600.0,4,1,2
2595272910@k,65,1,25500.0,4,1,1
2595341435@k,65,1,24300.0,4,1,1
2595400941@k,65,1,29300.0,4,1,1
2595433564@k,64,1,32400.0,4,1,1
2595516235@k,64,1,31400.0,4,1,1
2595547987@k,63,1,25700.0,4,1,1
2595551213@k,64,1,53700.0,4,1,2
2595551893@k,63,1,32400.0,4,1,1
2595554402@k,57,1,25700.0,4,1,1
2595562196@k,64,1,81650.0,4,1,2
2595610699@k,64,1,28200.0,4,1,1
2595633349@k,64,1,31400.0,4,1,1
2595693925@k,64,1,32400.0,4,1,1
2595819586@k,64,1,25700.0,4,1,1
2595845189@k,64,1,25700.0,4,1,1
2595922723@k,64,1,37400.0,4,1,1
2596047727@k,37,2,69300.0,4,2,2
2596076815@k,64,1,32400.0,4,1,1
2596475388@k,64,1,31400.0,4,1,1
2596568047@k,64,1,32400.0,4,1,1
2596607059@k,64,1,31400.0,4,1,1
2596664837@k,15,2,185700.0,4,2,3
2596721345@k,64,1,49700.0,4,1,1
2596784304@k,64,1,32400.0,4,1,1
25968035@n,100,1,42200.0,3,1,1
2596858506@k,64,1,48400.0,4,1,1
2596928799@k,63,1,100300.0,4,1,2
2596958384@k,63,1,31400.0,4,1,1
2596962206@k,63,1,31500.0,4,1,1
2597057710@k,63,1,31000.0,4,1,1
2597089994@k,63,1,28200.0,4,1,1
2597123330@k,63,1,31400.0,4,1,1
25973120@n,109,1,49800.0,3,1,1
2597313023@k,63,1,64800.0,4,1,2
2597368059@k,12,2,106200.0,4,2,3
2597399654@k,63,1,31400.0,4,1,1
25974151@n,323,1,36900.0,1,1,1
2597427664@k,63,1,68700.0,4,1,2
2597481356@k,63,1,32400.0,4,1,1
2597521928@k,63,1,16500.0,4,1,1
2597554589@k,63,1,49400.0,4,1,1
2597590421@k,63,1,31300.0,4,1,1
2597641351@k,63,1,33400.0,4,1,1
2597647894@k,63,1,31400.0,4,1,1
2597671542@k,63,1,29400.0,4,1,1
2597727768@k,63,1,32400.0,4,1,1
2597781927@k,63,1,32400.0,4,1,1
2597877220@k,63,1,63100.0,4,1,2
2597960929@k,63,1,29400.0,4,1,1
2598116503@k,63,1,31400.0,4,1,1
2598127421@k,63,1,30500.0,4,1,1
2598142056@k,63,1,31400.0,4,1,1
2598147481@k,63,1,16100.0,4,1,1
2598303459@k,62,1,32400.0,4,1,1
2598311794@k,62,1,35400.0,4,1,1
2598316579@k,62,1,24300.0,4,1,1
2598333455@k,62,1,33400.0,4,1,1
2598408475@k,62,1,14500.0,4,1,1
2598446023@k,6,2,69300.0,4,2,2
2598471981@k,62,1,103300.0,4,1,3
2598524801@k,62,1,33400.0,4,1,1
2598526249@k,62,1,52300.0,4,1,1
2598629613@k,62,1,32400.0,4,1,1
2598738891@k,62,1,32400.0,4,1,1
2598768656@k,62,1,14500.0,4,1,1
2598850495@k,62,1,31700.0,4,1,1
2598895099@k,62,1,31400.0,4,1,1
2598902527@k,62,1,31400.0,4,1,1
2598930979@k,62,1,73168.0,4,1,2
2599032420@k,62,1,43700.0,4,1,1
2599109781@k,62,1,33400.0,4,1,1
2599150705@k,62,1,31300.0,4,1,1
2599173466@k,62,1,61900.0,4,1,2
2599282312@k,62,1,49400.0,4,1,1
2599340875@k,13,2,29400.0,4,2,1
2599406873@k,62,1,36400.0,4,1,1
2599467613@k,62,1,31400.0,4,1,1
25995052@n,82,1,39900.0,4,1,1
2599510066@k,62,1,40000.0,4,1,1
2599515072@k,62,1,60900.0,4,1,2
2599563881@k,62,1,32400.0,4,1,1
2599565891@k,0,2,78200.0,4,2,2
2599624137@k,62,1,83100.0,4,1,2
2599678073@k,61,1,13200.0,4,1,1
2599715302@k,61,1,32400.0,4,1,1
2599802573@k,61,1,32400.0,4,1,1
2599822027@k,61,1,31400.0,4,1,1
2599839408@k,61,1,32400.0,4,1,1
2599874911@k,61,1,113400.0,4,1,3
2599950398@k,61,1,31400.0,4,1,1
2600063688@k,61,1,104800.0,4,1,3
2600066243@k,61,1,32400.0,4,1,1
2600097565@k,61,1,27400.0,4,1,1
2600098077@k,61,1,31400.0,4,1,1
2600100626@k,61,1,113400.0,4,1,3
2600149104@k,61,1,113400.0,4,1,3
2600177250@k,61,1,32400.0,4,1,1
2600239355@k,8,3,140199.0,4,3,3
2600396229@k,61,1,43300.0,4,1,1
2600413913@k,61,1,32400.0,4,1,1
2600445258@k,59,1,15500.0,4,1,1
2600482913@k,21,1,13900.0,4,1,1
2600514951@k,61,1,31400.0,4,1,1
2600530128@k,61,1,50200.0,4,1,1
2600557425@k,61,1,38700.0,4,1,1
2600622606@k,61,1,112000.0,4,1,3
2600782654@k,61,1,16500.0,4,1,1
2600817426@k,61,1,32400.0,4,1,1
2600819030@k,40,1,200.0,4,1,1
2600969653@k,20,2,55400.0,4,2,2
2600995463@k,60,1,31500.0,4,1,1
2601010124@k,60,1,14500.0,4,1,1
2601023279@k,60,1,31400.0,4,1,1
2601071523@k,60,1,38400.0,4,1,1
26011209@n,66,1,112500.0,4,1,3
2601159966@k,49,2,25900.0,4,2,1
2601167361@k,60,1,25700.0,4,1,1
2601231186@k,60,1,32400.0,4,1,1
2601247910@k,60,1,113400.0,4,1,3
2601254713@k,60,1,31400.0,4,1,1
2601281145@k,60,1,32400.0,4,1,1
2601314994@k,60,1,31300.0,4,1,1
2601317380@k,60,1,32400.0,4,1,1
2601348067@k,60,1,48115.0,4,1,1
2601389604@k,60,1,14500.0,4,1,1
2601412867@k,60,1,32400.0,4,1,1
2601418856@k,60,1,31300.0,4,1,1
2601480977@k,60,1,33400.0,4,1,1
2601557955@k,60,1,56200.0,4,1,2
2601571078@k,60,1,31400.0,4,1,1
26015876@n,119,1,11700.0,3,1,1
2601669658@k,60,1,27390.0,4,1,1
2601799540@k,60,1,16500.0,4,1,1
2601859533@k,60,1,50400.0,4,1,1
2601882220@k,60,1,30398.0,4,1,1
2602010525@k,60,1,32400.0,4,1,1
2602089458@k,60,1,15500.0,4,1,1
2602116636@k,60,1,32400.0,4,1,1
2602145456@k,29,1,5200.0,4,1,1
26022073@n,36,1,36900.0,4,1,1
2602241046@k,60,1,112400.0,4,1,3
2602293967@k,59,1,32400.0,4,1,1
2602315009@k,59,1,106775.0,4,1,3
2602378780@k,59,1,32500.0,4,1,1
2602387689@k,59,1,32400.0,4,1,1
2602401233@k,59,1,29065.0,4,1,1
2602490252@k,59,1,31400.0,4,1,1
2602530601@k,59,1,32400.0,4,1,1
2602599001@k,59,1,31400.0,4,1,1
2602611427@k,59,1,31700.0,4,1,1
2602651798@k,59,1,42300.0,4,1,1
2602712749@k,59,1,44100.0,4,1,1
2602714367@k,59,1,30500.0,4,1,1
2602961429@k,59,1,32400.0,4,1,1
2602993713@k,59,1,32400.0,4,1,1
2603056594@k,59,1,114400.0,4,1,3
2603135240@k,59,1,49600.0,4,1,1
2603175999@k,59,1,113400.0,4,1,3
2603207992@k,59,1,61100.0,4,1,2
2603217201@k,59,1,31400.0,4,1,1
2603285974@k,59,1,31999.0,4,1,1
2603292022@k,59,1,27200.0,4,1,1
2603363639@k,59,1,24300.0,4,1,1
2603391298@k,59,1,31700.0,4,1,1
2603403842@k,59,1,106775.0,4,1,3
2603406145@k,59,1,31400.0,4,1,1
2603409771@k,59,1,14500.0,4,1,1
2603437634@k,59,1,31400.0,4,1,1
2603496301@k,59,1,29300.0,4,1,1
2603567456@k,59,1,31400.0,4,1,1
2603619338@k,58,1,14500.0,4,1,1
2603702606@k,58,1,48400.0,4,1,1
2603770518@k,58,1,102300.0,4,1,3
2603780502@k,58,1,30300.0,4,1,1
2603798074@k,58,1,25700.0,4,1,1
26039740@n,6,3,119700.0,4,3,3
2603987551@k,58,1,63700.0,4,1,2
26040771@n,262,1,44340.0,2,1,1
26041636@n,167,1,12900.0,3,1,1
26043978@n,90,1,41800.0,3,1,1
2604438717@k,58,1,48400.0,4,1,1
2604583753@k,58,1,112400.0,4,1,3
2604597635@k,58,1,31400.0,4,1,1
2604685515@k,58,1,39400.0,4,1,1
26047070@n,294,1,61179.0,1,1,2
2604804497@k,58,1,32400.0,4,1,1
2604809803@k,58,1,31500.0,4,1,1
2604864924@k,58,1,49400.0,4,1,1
2604916606@k,57,1,14500.0,4,1,1
2604937071@k,57,1,37000.0,4,1,1
2604949083@k,57,1,32400.0,4,1,1
2604973649@k,57,1,29300.0,4,1,1
2604977272@k,57,1,32400.0,4,1,1
2605181884@k,57,1,40900.0,4,1,1
2605466080@k,30,2,169900.0,4,2,3
2605738431@k,13,1,6700.0,4,1,1
2605739473@k,22,1,36900.0,4,1,1
2605829430@k,57,1,15155.0,4,1,1
2605999257@k,57,1,39900.0,4,1,1
2606252047@k,57,1,38800.0,4,1,1
2606264575@k,57,1,33900.0,4,1,1
2606393115@k,56,1,40000.0,4,1,1
2606407629@k,45,1,38800.0,4,1,1
2606446264@k,9,2,31800.0,4,2,1
2606690999@k,56,1,39900.0,4,1,1
2606799412@k,56,1,36900.0,4,1,1
26068312@n,277,1,38800.0,1,1,1
2606838051@k,54,1,54800.0,4,1,2
2606848016@k,56,1,15900.0,4,1,1
2607155883@k,26,1,152000.0,4,1,3
2607451197@k,56,1,39900.0,4,1,1
2607588937@k,56,1,17900.0,4,1,1
2607673247@k,56,1,15900.0,4,1,1
2607732928@k,55,1,39900.0,4,1,1
2607752842@k,55,1,43200.0,4,1,1
2607760228@k,55,1,16900.0,4,1,1
2607837967@k,55,1,39900.0,4,1,1
2607877800@k,55,1,15900.0,4,1,1
2607896865@k,55,1,60800.0,4,1,2
26078981@n,5,1,21800.0,4,1,1
2607904092@k,55,1,40000.0,4,1,1
2608190483@k,24,2,30800.0,4,2,1
2608197206@k,55,1,28800.0,4,1,1
2608751211@k,55,1,16900.0,4,1,1
2609165851@k,54,1,32900.0,4,1,1
2609167885@k,54,1,16900.0,4,1,1
2609322928@k,54,1,54800.0,4,1,2
2609382376@k,54,1,63700.0,4,1,2
2609517882@k,54,1,67800.0,4,1,2
2609663970@k,47,1,21900.0,4,1,1
2609749959@k,54,1,37800.0,4,1,1
2610164081@k,54,1,32900.0,4,1,1
2610278398@k,54,1,40900.0,4,1,1
2610360@n,103,1,39858.0,3,1,1
2610376752@k,54,1,39900.0,4,1,1
2610567343@k,54,1,30900.0,4,1,1
26107323@n,187,1,16900.0,2,1,1
2610739890@k,53,1,40900.0,4,1,1
2610948428@k,53,1,30900.0,4,1,1
2611068372@k,49,1,37800.0,4,1,1
2611322658@k,53,1,39900.0,4,1,1
2611419742@k,53,1,64600.0,4,1,2
26117308@n,328,1,13900.0,1,1,1
26117896@n,114,1,113500.0,3,1,3
26120619@n,16,2,57000.0,4,2,2
2612109082@k,52,1,41900.0,4,1,1
2612272397@k,52,1,15900.0,4,1,1
2612338015@k,29,1,49800.0,4,1,1
2612351703@k,52,1,15900.0,4,1,1
2612663977@k,52,1,57200.0,4,1,2
2612669618@k,52,1,40900.0,4,1,1
2612860596@k,52,1,37600.0,4,1,1
2612899848@k,52,1,52900.0,4,1,1
2613040932@k,52,1,32900.0,4,1,1
26132421@n,154,1,34700.0,3,1,1
2613296500@k,52,1,39900.0,4,1,1
2613431649@k,52,1,40900.0,4,1,1
2613442287@k,51,1,60800.0,4,1,2
2613542830@k,51,1,57200.0,4,1,2
2613594065@k,49,1,60800.0,4,1,2
2613638787@k,51,1,39900.0,4,1,1
2613679093@k,51,1,46800.0,4,1,1
2613805170@k,51,1,40900.0,4,1,1
2613858807@k,51,1,40900.0,4,1,1
2613969337@k,51,1,51700.0,4,1,1
2614040229@k,51,1,39900.0,4,1,1
26141259@n,74,1,32400.0,4,1,1
2614381529@k,51,1,38800.0,4,1,1
2614472697@k,51,1,39900.0,4,1,1
26146427@n,269,1,38800.0,2,1,1
2614681589@k,51,1,39000.0,4,1,1
2614724208@k,36,2,66810.0,4,2,2
2614732149@k,43,1,38400.0,4,1,1
2614738790@k,51,1,37800.0,4,1,1
2614798408@k,50,1,15400.0,4,1,1
2614841716@k,50,1,40900.0,4,1,1
2614855921@k,50,1,40900.0,4,1,1
2615073907@k,19,3,98700.0,4,3,2
2615301013@k,50,1,40900.0,4,1,1
2615539071@k,50,1,39400.0,4,1,1
2615684324@k,50,1,16900.0,4,1,1
2615761218@k,50,1,190900.0,4,1,3
2615826428@k,50,1,32900.0,4,1,1
2615835267@k,50,1,15900.0,4,1,1
2615915660@k,50,1,15900.0,4,1,1
2616105676@k,49,1,32900.0,4,1,1
2616125908@k,31,2,58800.0,4,2,2
2616335282@k,49,1,41900.0,4,1,1
2616361289@k,49,1,37800.0,4,1,1
2616541184@k,49,1,15900.0,4,1,1
2616623594@k,49,1,39900.0,4,1,1
2616634218@k,49,1,31900.0,4,1,1
2616686709@k,49,1,51600.0,4,1,1
26168471@n,202,2,111800.0,2,2,3
2616929265@k,49,1,86300.0,4,1,2
2616943520@k,49,1,32900.0,4,1,1
2617019499@k,49,1,36900.0,4,1,1
2617244923@k,49,1,32900.0,4,1,1
2617380562@k,49,1,15900.0,4,1,1
2617492435@k,49,1,67800.0,4,1,2
2617534616@k,49,1,40900.0,4,1,1
2617553324@k,49,1,26500.0,4,1,1
2617563506@k,49,1,26500.0,4,1,1
2617697444@k,48,1,11700.0,4,1,1
2617939814@k,48,1,38400.0,4,1,1
2617941439@k,48,1,14900.0,4,1,1
2617962601@k,18,2,107500.0,4,2,3
2618223524@k,48,1,37800.0,4,1,1
2618278685@k,48,1,39900.0,4,1,1
2618325171@k,48,1,152000.0,4,1,3
2618710555@k,48,1,15900.0,4,1,1
2618765838@k,48,1,32900.0,4,1,1
2618831261@k,47,1,125100.0,4,1,3
2618923142@k,48,1,16900.0,4,1,1
2619089778@k,48,1,15900.0,4,1,1
2619125974@k,47,1,40900.0,4,1,1
2619130984@k,47,1,47000.0,4,1,1
2619131622@k,47,1,39900.0,4,1,1
2619197044@k,47,1,27665.0,4,1,1
2619235061@k,47,1,16900.0,4,1,1
2619286236@k,47,1,48200.0,4,1,1
2619476097@k,47,1,40900.0,4,1,1
2619724080@k,47,1,46310.0,4,1,1
2619792156@k,47,1,15900.0,4,1,1
2620053549@k,37,3,89200.0,4,3,2
2620175507@k,47,1,40900.0,4,1,1
2620214621@k,47,1,51300.0,4,1,1
2620238309@k,18,1,18600.0,4,1,1
2620530895@k,46,1,53800.0,4,1,2
2620545553@k,46,1,16900.0,4,1,1
2620599846@k,46,1,27500.0,4,1,1
2620790198@k,46,1,37500.0,4,1,1
26211402@n,12,1,21800.0,4,1,1
2621157928@k,25,1,41200.0,4,1,1
2621217415@k,46,1,33900.0,4,1,1
2621323680@k,46,1,40990.0,4,1,1
2621746571@k,46,1,25900.0,4,1,1
2621893134@g,119,1,11700.0,3,1,1
2622011435@k,45,1,13900.0,4,1,1
2622081380@k,45,1,50900.0,4,1,1
2622155504@g,204,1,35000.0,2,1,1
2622210437@k,45,1,32600.0,4,1,1
2622234422@k,21,2,71200.0,4,2,2
2622334212@k,45,1,27500.0,4,1,1
2622461567@k,6,2,61000.0,4,2,2
2622712346@k,45,1,25900.0,4,1,1
2622897950@k,44,1,29900.0,4,1,1
2623150973@k,45,1,12900.0,4,1,1
2623177232@k,44,1,37900.0,4,1,1
2623186558@k,44,1,52100.0,4,1,1
2623222946@k,44,1,42000.0,4,1,1
2623287377@k,44,1,19500.0,4,1,1
2623298473@k,44,1,35900.0,4,1,1
2623663036@k,44,1,38900.0,4,1,1
2623759322@k,44,1,32900.0,4,1,1
2624083948@k,44,1,40900.0,4,1,1
2624261732@k,44,1,33900.0,4,1,1
2624286667@k,44,1,36900.0,4,1,1
26242889@n,138,1,42800.0,3,1,1
2624338599@k,44,1,35900.0,4,1,1
26244256@n,306,1,14349.0,1,1,1
2624474613@k,44,1,39800.0,4,1,1
2624487224@k,44,1,10900.0,4,1,1
2624559006@k,43,1,47800.0,4,1,1
2624628386@k,43,1,46700.0,4,1,1
2624853774@k,43,1,52200.0,4,1,1
2625033213@k,21,2,158400.0,4,2,3
2625122265@k,43,1,40900.0,4,1,1
2625152827@k,43,1,38800.0,4,1,1
2625270138@k,43,1,55000.0,4,1,2
2625291964@k,41,1,25900.0,4,1,1
2625342317@k,43,1,41900.0,4,1,1
2625389967@k,43,1,8900.0,4,1,1
26253968@n,269,1,40800.0,2,1,1
2625536021@k,43,1,23500.0,4,1,1
2625628400@k,43,1,39400.0,4,1,1
2625630403@k,9,1,38900.0,4,1,1
2625647687@k,43,1,7900.0,4,1,1
2625882396@k,43,1,33800.0,4,1,1
2625956159@k,42,1,57200.0,4,1,2
2626379521@k,42,1,10900.0,4,1,1
2626399731@k,25,2,61700.0,4,2,2
2626402283@k,42,1,28800.0,4,1,1
2626418814@k,42,1,47600.0,4,1,1
2626524572@k,42,1,13900.0,4,1,1
2626967609@k,42,1,23900.0,4,1,1
2627270434@k,41,1,35000.0,4,1,1
2627273009@k,41,1,13900.0,4,1,1
2627305425@k,41,1,14900.0,4,1,1
2627416738@k,41,1,35900.0,4,1,1
2627421197@k,41,1,8900.0,4,1,1
2627901914@k,41,1,12900.0,4,1,1
2628121679@k,41,1,37900.0,4,1,1
2628166036@k,41,1,35900.0,4,1,1
2628412782@k,41,1,23900.0,4,1,1
2628487132@k,41,1,41900.0,4,1,1
2628556957@k,40,2,132400.0,4,2,3
2628603517@k,40,1,10900.0,4,1,1
2628663175@k,40,1,19500.0,4,1,1
2628871411@k,40,1,35900.0,4,1,1
26294184@n,74,1,26700.0,4,1,1
2629656586@k,40,1,143000.0,4,1,3
2629828904@k,39,1,13900.0,4,1,1
2629880159@k,39,1,51800.0,4,1,1
2630334560@k,39,1,8900.0,4,1,1
2630379877@k,27,1,19800.0,4,1,1
2630506984@k,38,1,20500.0,4,1,1
2630614708@k,39,1,9900.0,4,1,1
2630634604@k,39,1,13900.0,4,1,1
2630666907@k,39,1,35900.0,4,1,1
2630740605@k,39,1,40900.0,4,1,1
2630903997@k,39,1,14900.0,4,1,1
2630910311@k,39,1,13900.0,4,1,1
2631004276@k,39,1,44200.0,4,1,1
2631005012@k,39,1,40900.0,4,1,1
2631057619@k,38,1,54200.0,4,1,2
2631345539@k,36,1,42800.0,4,1,1
2632275050@k,32,2,83700.0,4,2,2
26323435@n,70,1,49400.0,4,1,1
2632583720@k,37,1,33900.0,4,1,1
2632758680@k,37,1,34900.0,4,1,1
2632845085@k,37,1,36900.0,4,1,1
2632913535@k,0,2,78500.0,4,2,2
2633069608@k,37,1,37800.0,4,1,1
2633244616@k,37,1,34900.0,4,1,1
2633276559@k,35,1,23300.0,4,1,1
2633404535@k,36,1,19500.0,4,1,1
2633405033@k,35,1,66400.0,4,1,2
2633430557@k,36,1,40900.0,4,1,1
2633584907@k,36,1,13400.0,4,1,1
2633738135@k,36,1,23800.0,4,1,1
2633755303@k,36,1,70600.0,4,1,2
2633837185@k,34,1,38800.0,4,1,1
2633950336@k,36,1,34900.0,4,1,1
2634075006@k,36,1,69400.0,4,1,2
2634172807@k,36,1,33900.0,4,1,1
2634398453@k,36,1,33900.0,4,1,1
2634526051@k,36,1,34900.0,4,1,1
2634588091@k,35,1,28900.0,4,1,1
2634790975@k,35,1,40000.0,4,1,1
2634994698@k,35,1,28800.0,4,1,1
2635055432@k,35,1,32900.0,4,1,1
2635131569@k,35,1,9900.0,4,1,1
26352197@n,265,1,110759.0,2,1,3
2635234051@k,35,1,61400.0,4,1,2
2635265244@k,35,1,28900.0,4,1,1
26352662@n,329,1,39539.0,1,1,1
2635466078@k,35,1,53200.0,4,1,2
26354752@n,65,1,137415.0,4,1,3
2635519166@k,35,1,41900.0,4,1,1
2635591933@k,35,1,28900.0,4,1,1
2635657349@k,35,1,20500.0,4,1,1
2635687193@k,35,1,58200.0,4,1,2
2635725153@k,35,1,8900.0,4,1,1
2635766262@k,12,2,53800.0,4,2,2
2635875239@k,35,1,28900.0,4,1,1
2635879604@k,35,1,24800.0,4,1,1
2635935909@k,35,1,10900.0,4,1,1
2636004089@k,34,1,34900.0,4,1,1
2636010909@k,34,1,8900.0,4,1,1
2636191312@k,34,1,23900.0,4,1,1
2636334881@k,34,1,33800.0,4,1,1
